# camiscada dmeo brewery
# 2019
p1b1d1m1c2;CAP=10
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=80
p1b1d1m1c2;CAP=20
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=70
p1b1d1m1c2;CAP=30
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=60
p1b1d1m1c2;CAP=40
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=50
p1b1d1m1c2;CAP=50
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=40
p1b1d1m1c2;CAP=60
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=30
p1b1d1m1c2;CAP=70
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=20
p1b1d1m1c2;CAP=80
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=10
p1b1d1m1c2;CAP=90
# da HLT a MLT ancora...
p1b1d1m1c1;CAP=0
p1b1d1m1c2;CAP=100
# da HLT a MLT ancora...
# chiudo la valvola verso MLT
p1b1d1m2c1;FLO=0
# leggo tem di MLT
p1b1d1m1c2;TEM=10
p1b1d1m1c2;TEM=20
p1b1d1m1c2;TEM=30
p1b1d1m1c2;TEM=40
p1b1d1m1c2;TEM=50
p1b1d1m1c2;TEM=60
p1b1d1m1c2;TEM=70
p1b1d1m1c2;TEM=80
p1b1d1m1c2;TEM=90
# APRO VAL PER BK E COMINCIO A TRASFERIRE...
p1b1d1m1c3;TEM=90
p1b1d1m1c7;FLO=1




